Age,Gender,Employment_Status,Work_Hours_Per_Week,Screen_Time_Hours,Sleep_Hours,Sleep_Quality,Physical_Activity_Hours,Meditation_Minutes,Coffee_Cups_Per_Day,Stress_Level,Burnout_Risk,Occupation,Education_Level,Chronic_OHE_No,Chronic_OHE_Yes
29.0,1,3,40,11.4,4.9,0,3.3,20.0,1,2,1,17,0,1,0
52.0,1,3,52,11.1,6.6,1,5.7,19.0,7,2,2,14,4,0,1
58.0,0,0,22,3.5,6.7,1,2.9,10.0,0,0,0,12,2,1,0
29.0,1,3,46,9.9,10.0,3,0.9,3.0,7,1,2,7,4,1,0
37.0,1,3,61,5.7,8.5,2,5.5,5.0,2,1,2,14,3,1,0
42.0,0,3,46,12.2,9.3,3,7.3,11.0,7,1,1,16,3,1,0
38.0,0,2,33,9.4,5.2,1,7.0,59.0,5,1,0,3,0,1,0
40.0,0,3,22,12.1,8.2,2,6.7,51.0,4,0,0,10,2,1,0
65.0,1,3,58,13.1,8.0,2,4.6,31.0,5,2,2,12,0,0,1
43.0,2,3,48,5.4,4.6,0,9.1,23.0,7,1,2,19,3,1,0
34.0,2,0,69,6.5,7.1,2,9.5,21.0,6,1,0,8,3,1,0
25.0,0,2,55,3.1,6.9,1,8.5,2.0,4,1,1,9,2,1,0
50.0,2,3,43,13.0,4.8,0,6.4,30.0,0,0,0,4,4,1,0
37.0,2,2,41,12.5,9.4,3,2.2,33.0,8,1,1,6,3,1,0
64.0,2,3,39,5.4,8.5,2,8.5,15.0,2,0,0,2,3,1,0
29.0,1,2,59,5.2,9.2,3,7.5,42.0,6,1,1,18,3,1,0
49.0,2,0,44,9.2,6.6,1,6.1,33.0,6,1,1,11,0,1,0
21.0,0,1,39,11.0,7.0,2,7.1,1.0,3,1,0,11,0,1,0
47.0,0,2,62,11.3,4.9,0,5.3,49.0,2,1,1,9,2,1,0
49.0,0,3,49,6.2,10.0,3,0.8,44.0,3,1,1,12,4,1,0
28.0,2,1,68,13.9,8.7,2,1.3,39.0,1,2,2,1,1,0,1
41.0,1,0,52,11.9,7.7,2,9.1,15.0,1,1,1,1,0,1,0
63.0,0,0,25,10.9,8.0,2,6.8,12.0,1,0,1,9,2,1,0
45.0,2,0,65,11.2,5.3,1,9.3,24.0,6,2,2,6,3,0,1
57.0,0,3,23,2.0,7.0,2,9.9,50.0,7,0,0,14,3,1,0
26.0,2,2,50,12.0,4.1,0,6.8,48.0,3,1,1,6,0,1,0
37.0,2,1,48,11.2,9.2,3,6.9,8.0,8,2,2,5,2,0,1
42.0,1,0,30,13.3,5.2,1,2.0,43.0,1,0,0,9,0,1,0
45.0,0,2,43,5.7,4.9,0,0.2,43.0,4,1,1,1,4,1,0
54.0,0,1,29,9.4,9.6,3,1.1,14.0,0,0,0,12,1,1,0
19.0,1,0,52,9.4,4.6,0,4.4,7.0,6,2,2,13,2,0,1
34.0,1,2,67,10.2,7.1,2,4.9,23.0,3,1,1,0,3,1,0
44.0,0,2,50,7.2,8.0,2,9.9,56.0,8,0,0,6,1,1,0
43.0,2,1,69,3.2,8.9,2,7.5,35.0,4,0,0,10,3,1,0
21.0,0,1,21,10.6,7.2,2,3.2,41.0,8,1,0,11,1,1,0
32.0,1,3,49,6.7,8.0,2,9.8,37.0,1,0,0,9,3,1,0
30.0,0,0,69,11.5,8.5,2,1.9,31.0,7,2,2,16,1,0,1
21.0,1,3,70,4.7,9.3,3,5.9,32.0,2,1,0,17,0,1,0
19.0,0,1,66,10.8,8.2,2,5.0,33.0,6,1,1,8,0,1,0
48.0,0,2,53,3.2,4.6,0,0.5,49.0,3,1,1,13,0,1,0
50.0,0,0,43,12.6,4.8,0,9.9,52.0,5,0,0,17,1,1,0
60.0,0,2,44,4.5,5.8,1,9.1,30.0,1,0,0,15,3,1,0
20.0,2,3,35,2.4,5.6,1,1.2,47.0,1,0,0,3,0,1,0
64.0,1,0,69,12.0,6.0,1,2.2,6.0,5,2,2,1,0,0,1
38.0,0,0,68,8.8,7.5,2,1.5,16.0,6,2,2,6,0,0,1
45.0,0,3,53,9.3,9.2,3,0.5,6.0,5,2,1,19,2,0,1
27.0,1,0,26,3.0,9.5,3,7.9,60.0,7,0,0,3,2,1,0
39.0,2,1,31,3.3,6.1,1,5.0,27.0,3,0,0,17,2,1,0
28.0,1,3,33,11.0,4.1,0,0.5,49.0,6,1,2,8,2,1,0
48.0,1,3,21,2.4,9.3,3,8.1,13.0,4,0,0,17,2,1,0
56.0,1,1,30,7.0,5.7,1,0.5,30.0,7,0,0,11,1,1,0
37.0,2,0,44,6.3,7.0,2,7.0,56.0,2,0,0,17,3,1,0
48.0,1,1,66,7.3,4.5,0,1.3,55.0,3,1,2,8,3,1,0
51.0,1,2,45,13.4,4.7,0,0.6,12.0,1,2,2,14,2,0,1
45.0,1,3,63,9.9,9.5,3,2.8,10.0,6,2,1,17,3,0,1
23.0,0,3,22,6.2,6.2,1,4.1,51.0,8,0,1,11,2,1,0
47.0,1,2,62,13.2,8.1,2,1.5,8.0,3,2,2,16,4,0,1
26.0,1,2,38,3.4,4.3,0,5.7,21.0,0,0,1,4,0,1,0
63.0,2,2,35,8.1,6.4,1,0.3,31.0,7,1,1,5,0,1,0
65.0,1,1,31,4.9,8.8,2,7.9,46.0,0,0,0,17,2,1,0
35.0,0,2,20,11.5,4.8,0,6.8,10.0,2,0,0,14,4,1,0
37.0,0,1,40,5.1,5.3,1,2.4,10.0,5,1,1,3,2,1,0
25.0,0,2,51,8.0,5.8,1,2.9,44.0,0,1,1,0,0,1,0
63.0,0,1,41,2.2,7.1,2,5.7,40.0,8,0,0,18,0,1,0
62.0,1,1,64,12.5,9.2,3,8.2,55.0,8,1,1,3,2,1,0
37.0,1,3,49,11.1,9.9,3,0.2,18.0,4,1,0,7,0,1,0
47.0,0,3,42,12.7,6.8,1,1.2,56.0,8,1,1,11,3,1,0
29.0,1,2,41,3.8,9.6,3,6.5,13.0,8,0,0,6,4,1,0
33.0,1,3,61,12.8,7.4,2,0.6,30.0,2,2,2,15,1,0,1
54.0,2,0,40,2.4,7.6,2,1.1,20.0,6,1,0,17,1,1,0
42.0,1,2,60,13.8,6.5,1,6.3,45.0,5,2,2,9,2,0,1
51.0,1,3,48,6.7,9.0,3,3.5,59.0,7,1,1,6,1,1,0
31.0,2,2,39,3.4,6.3,1,1.8,40.0,7,0,0,12,1,1,0
35.0,2,2,21,10.2,5.6,1,9.7,53.0,4,0,0,6,3,1,0
45.0,0,2,66,4.5,6.2,1,7.1,2.0,3,1,0,1,0,1,0
54.0,1,1,44,3.9,6.4,1,1.1,51.0,0,1,1,3,1,1,0
62.0,1,1,20,5.5,8.7,2,3.1,28.0,7,0,0,7,0,1,0
57.0,0,0,44,10.4,8.0,2,4.2,43.0,7,1,0,1,3,1,0
35.0,1,3,20,10.4,7.6,2,9.2,53.0,7,0,0,4,2,1,0
58.0,2,1,48,7.8,8.3,2,5.0,32.0,2,1,1,16,1,1,0
52.0,1,1,50,5.2,9.1,3,9.8,9.0,2,0,0,5,2,1,0
22.0,2,1,29,5.2,9.7,3,5.3,31.0,1,0,0,10,4,1,0
55.0,0,3,54,10.2,8.8,2,3.2,52.0,2,1,1,17,2,1,0
24.0,1,1,58,7.0,5.0,1,7.0,32.0,6,1,2,7,1,1,0
54.0,0,0,33,3.9,7.1,2,6.8,12.0,3,0,0,13,1,1,0
35.0,0,1,35,12.0,4.5,0,6.0,21.0,1,1,0,5,0,1,0
30.0,0,2,21,12.5,7.0,2,5.0,7.0,3,0,0,15,0,1,0
55.0,1,1,26,7.5,4.3,0,8.6,8.0,1,0,0,0,0,1,0
41.0,2,0,64,8.0,4.7,0,6.6,20.0,8,2,2,11,0,0,1
61.0,0,1,54,5.9,5.0,1,1.7,9.0,2,1,2,7,2,1,0
19.0,1,0,70,12.1,7.0,2,4.1,46.0,0,1,1,11,4,1,0
62.0,0,1,32,11.7,7.8,2,8.1,15.0,0,0,0,4,1,1,0
32.0,2,0,48,7.0,7.1,2,5.7,46.0,5,1,0,12,0,1,0
61.0,2,2,53,4.6,6.7,1,2.3,50.0,1,0,0,5,2,1,0
34.0,0,3,52,10.6,4.8,0,4.2,42.0,5,1,1,3,0,1,0
32.0,2,1,58,11.3,7.7,2,9.4,48.0,8,1,1,8,4,1,0
36.0,1,3,29,7.8,6.7,1,3.8,38.0,8,1,1,16,1,1,0
46.0,0,2,32,10.3,5.6,1,7.1,36.0,1,0,0,4,4,1,0
26.0,2,1,67,7.0,7.7,2,3.6,34.0,2,1,0,1,3,1,0
26.0,1,1,42,8.4,9.3,3,7.7,33.0,7,1,1,6,1,1,0
45.0,1,3,33,12.1,5.0,1,1.2,49.0,0,1,1,15,1,1,0
50.0,0,3,47,9.1,10.0,3,4.2,11.0,1,1,0,4,4,1,0
30.0,1,1,45,13.8,9.6,3,4.0,9.0,1,1,1,14,2,1,0
20.0,2,3,67,13.7,7.6,2,1.8,54.0,4,2,2,16,2,0,1
59.0,2,1,66,4.8,4.3,0,4.5,38.0,7,1,1,5,2,1,0
63.0,1,3,21,8.0,9.0,3,2.5,58.0,1,0,0,1,0,1,0
27.0,0,0,40,2.9,7.6,2,1.3,51.0,1,0,0,17,3,1,0
44.0,2,1,24,9.3,9.7,3,3.2,10.0,6,0,0,10,3,1,0
55.0,0,1,60,11.3,6.9,1,5.1,19.0,2,1,1,19,0,1,0
33.0,2,1,36,4.3,6.8,1,2.0,10.0,7,0,0,8,2,1,0
53.0,1,0,46,9.7,5.4,1,1.1,15.0,8,2,2,7,1,0,1
21.0,0,3,46,7.9,8.0,2,1.3,48.0,2,0,0,2,0,1,0
57.0,2,0,33,3.2,6.7,1,2.5,30.0,0,0,0,4,3,1,0
60.0,0,2,60,13.2,6.8,1,2.5,49.0,7,1,1,0,0,1,0
26.0,0,2,33,10.1,7.5,2,8.4,58.0,6,0,0,11,4,1,0
58.0,2,3,43,11.5,7.4,2,9.5,0.0,0,1,0,3,3,1,0
24.0,0,2,43,8.0,9.3,3,0.0,43.0,6,0,0,4,4,1,0
57.0,2,1,35,6.9,9.5,3,9.8,36.0,7,0,0,14,4,1,0
34.0,2,0,54,4.6,7.0,1,5.4,33.0,6,1,1,5,3,1,0
44.0,2,0,33,3.1,9.0,3,8.0,55.0,5,0,0,8,3,1,0
20.0,0,2,28,7.1,8.9,2,9.4,59.0,3,0,0,0,3,1,0
49.0,2,2,69,13.5,4.8,0,5.6,34.0,3,2,2,14,1,0,1
28.0,0,2,61,8.4,5.5,1,0.9,22.0,5,2,2,17,3,0,1
39.0,0,0,46,5.8,9.1,3,6.2,37.0,4,0,0,9,1,1,0
60.0,1,3,34,12.0,9.1,3,4.1,3.0,8,1,0,12,0,1,0
45.0,1,1,22,12.8,5.1,1,9.6,11.0,3,0,1,19,3,1,0
58.0,1,1,42,5.3,7.5,2,5.3,36.0,4,1,1,16,3,1,0
24.0,0,2,47,12.5,7.2,2,0.2,23.0,3,2,2,16,0,0,1
62.0,0,3,43,5.6,5.2,1,3.1,35.0,6,1,1,6,1,1,0
64.0,0,2,49,2.9,8.9,2,5.0,55.0,5,0,0,18,0,1,0
60.0,0,0,58,7.0,9.7,3,5.4,36.0,5,1,0,0,3,1,0
25.0,0,1,51,11.5,6.6,1,2.2,39.0,6,1,1,0,2,1,0
39.0,2,2,56,12.3,6.5,1,5.2,23.0,3,1,1,19,3,1,0
44.0,2,0,65,3.0,7.9,2,8.0,26.0,8,1,1,16,4,1,0
33.0,0,1,31,5.4,5.4,1,8.0,7.0,7,1,1,8,2,1,0
59.0,1,0,29,4.6,7.4,2,0.6,58.0,6,0,0,1,3,1,0
42.0,0,0,26,4.9,7.9,2,8.2,50.0,5,0,0,19,0,1,0
64.0,0,3,49,5.5,6.9,1,5.1,38.0,7,0,0,12,3,1,0
19.0,0,1,32,6.6,6.7,1,7.6,17.0,3,1,0,6,3,1,0
48.0,0,3,60,7.2,5.7,1,3.2,60.0,5,1,0,13,4,1,0
61.0,2,3,62,13.6,9.5,3,7.1,0.0,3,2,1,2,3,0,1
61.0,2,2,61,2.9,6.7,1,3.0,53.0,4,0,0,19,4,1,0
57.0,1,0,26,13.4,4.1,0,4.2,53.0,6,1,0,0,4,1,0
52.0,0,2,27,8.6,5.7,1,8.1,51.0,1,0,0,1,3,1,0
32.0,0,3,27,2.9,6.2,1,2.6,34.0,7,0,0,1,0,1,0
40.0,0,1,40,3.2,8.2,2,1.4,56.0,6,0,0,4,1,1,0
30.0,0,2,54,8.8,6.0,1,7.7,30.0,7,1,2,12,4,1,0
33.0,1,2,28,13.6,6.4,1,9.2,48.0,0,0,0,18,2,1,0
40.0,0,3,53,3.6,8.3,2,3.5,17.0,5,1,1,17,4,1,0
41.0,2,0,32,9.9,4.2,0,5.4,41.0,6,1,1,2,2,1,0
28.0,0,3,63,9.3,4.7,0,4.2,45.0,4,2,2,1,1,0,1
63.0,0,3,34,9.8,9.0,3,2.3,41.0,5,0,0,4,3,1,0
50.0,2,2,30,9.3,4.9,0,2.6,4.0,2,1,1,2,4,1,0
56.0,2,2,36,7.8,5.2,1,4.2,29.0,1,0,0,11,3,1,0
51.0,2,2,34,6.8,7.6,2,2.1,7.0,5,0,0,14,0,1,0
58.0,2,0,64,10.1,5.5,1,2.6,10.0,0,2,2,3,4,0,1
18.0,0,1,44,5.3,9.3,3,9.7,50.0,5,0,0,7,1,1,0
24.0,1,3,51,6.5,5.1,1,0.9,18.0,1,1,2,5,3,1,0
65.0,2,0,20,5.6,8.1,2,0.1,30.0,4,0,0,14,4,1,0
47.0,2,0,21,5.2,9.1,3,6.3,43.0,6,0,0,13,3,1,0
21.0,0,0,69,9.7,9.1,3,5.0,35.0,4,1,1,4,2,1,0
43.0,1,0,46,3.6,9.6,3,0.7,3.0,4,0,1,19,1,1,0
33.0,0,1,37,8.1,6.4,1,3.2,55.0,1,0,0,4,4,1,0
62.0,2,3,35,10.3,4.4,0,5.9,21.0,0,1,0,15,2,1,0
50.0,0,0,41,2.6,7.3,2,2.5,3.0,1,1,0,3,4,1,0
19.0,2,2,63,9.1,5.9,1,1.5,6.0,4,2,2,18,2,1,0
52.0,1,3,39,2.3,8.6,2,9.5,20.0,3,0,0,12,4,1,0
23.0,1,1,31,13.7,7.4,2,8.0,30.0,8,0,0,2,2,1,0
39.0,1,0,28,5.1,4.9,0,3.0,37.0,2,0,0,4,3,1,0
64.0,2,1,56,5.5,5.3,1,9.4,18.0,4,0,0,8,3,1,0
53.0,0,2,59,2.2,6.1,1,4.7,20.0,6,1,1,16,0,1,0
41.0,0,2,32,8.0,4.2,0,9.6,9.0,7,1,2,8,1,1,0
58.0,1,1,28,9.6,9.3,3,0.1,24.0,0,0,0,12,0,1,0
61.0,0,1,31,2.5,5.4,1,3.3,26.0,2,0,0,1,2,1,0
21.0,1,0,52,7.9,6.4,1,5.6,34.0,5,1,2,11,3,1,0
46.0,1,2,28,3.9,9.9,3,8.5,60.0,1,0,0,1,0,1,0
34.0,1,3,31,12.6,9.1,3,3.4,13.0,6,1,1,10,1,1,0
19.0,0,2,51,4.3,4.4,0,3.9,10.0,8,1,2,5,1,1,0
36.0,0,3,70,11.6,5.9,1,8.0,17.0,1,1,2,1,3,1,0
23.0,0,0,54,6.3,5.3,1,0.8,33.0,1,1,2,17,1,1,0
47.0,0,2,59,9.8,4.2,0,1.5,29.0,1,2,2,4,0,0,1
54.0,2,0,46,2.7,7.1,2,0.2,41.0,7,1,1,13,1,1,0
18.0,0,1,25,6.6,5.1,1,5.1,1.0,8,1,0,0,4,1,0
48.0,1,1,42,9.0,7.1,2,8.5,53.0,0,0,0,3,2,1,0
41.0,2,0,52,2.2,9.2,3,1.3,10.0,2,0,0,10,0,1,0
29.0,1,2,42,2.8,7.9,2,0.3,17.0,6,0,0,15,3,1,0
64.0,1,2,22,7.4,5.1,1,2.5,30.0,3,0,0,17,3,1,0
49.0,2,0,66,9.9,7.4,2,9.1,40.0,1,1,2,16,2,1,0
33.0,2,2,66,12.8,4.6,0,4.1,17.0,5,2,2,15,1,0,1
37.0,1,3,46,5.5,9.9,3,7.5,19.0,8,1,0,11,0,1,0
46.0,1,1,25,13.9,8.9,2,0.7,47.0,5,0,0,3,4,1,0
22.0,2,3,64,6.8,4.5,0,0.1,27.0,6,2,2,7,0,0,1
63.0,2,3,70,8.0,7.3,2,6.7,7.0,7,1,1,0,3,1,0
47.0,2,3,55,4.4,6.9,1,8.7,37.0,7,0,0,14,2,1,0
36.0,0,0,51,4.3,6.9,1,4.2,49.0,6,1,0,10,3,1,0
29.0,0,2,67,8.0,6.5,1,0.4,53.0,0,1,1,1,1,1,0
21.0,1,3,45,8.7,4.7,0,3.8,36.0,0,1,2,8,4,1,0
38.0,0,0,23,7.0,5.4,1,4.6,1.0,3,0,0,4,2,1,0
33.0,1,3,54,8.4,7.4,2,6.5,23.0,6,1,0,1,0,1,0
54.0,0,3,66,10.9,4.8,0,7.5,16.0,5,2,2,14,3,0,1
51.0,0,1,52,3.3,9.1,3,0.7,30.0,4,0,1,6,0,1,0
27.0,1,3,65,4.6,10.0,3,1.5,35.0,4,1,2,0,2,1,0
52.0,1,3,50,12.7,8.3,2,8.7,42.0,1,0,0,8,0,1,0
27.0,1,0,43,2.5,9.5,3,3.5,24.0,6,0,0,17,2,1,0
53.0,0,1,38,5.8,9.5,3,3.0,14.0,5,0,0,4,2,1,0
31.0,0,3,29,12.6,8.7,2,4.9,30.0,1,0,0,19,0,1,0
58.0,0,0,63,13.5,5.3,1,1.3,25.0,7,2,2,7,2,0,1
53.0,0,2,43,8.9,7.3,2,6.5,44.0,5,0,0,5,2,1,0
42.0,0,0,24,4.4,6.1,1,2.8,59.0,3,0,0,17,1,1,0
43.0,0,3,62,7.6,9.2,3,7.0,10.0,3,1,1,16,2,1,0
55.0,1,2,33,9.4,7.0,2,0.9,53.0,4,0,0,1,1,1,0
30.0,2,1,47,5.5,9.0,3,1.9,15.0,1,0,0,2,1,1,0
30.0,0,2,31,9.2,9.4,3,7.9,24.0,7,0,0,7,0,1,0
53.0,1,1,24,14.0,7.0,2,3.7,20.0,8,1,2,11,4,1,0
58.0,0,2,47,7.8,6.2,1,3.6,30.0,5,1,1,14,1,1,0
52.0,2,0,37,2.6,7.6,2,0.9,50.0,7,0,0,10,1,1,0
40.0,1,3,38,5.2,9.8,3,0.3,3.0,2,1,0,2,0,1,0
44.0,0,0,42,7.4,9.8,3,6.7,28.0,8,0,0,4,3,1,0
49.0,0,1,50,5.0,8.8,2,6.4,44.0,1,0,0,15,2,1,0
43.0,2,0,58,5.5,9.8,3,0.2,29.0,0,1,0,6,2,1,0
42.0,1,0,32,4.3,5.5,1,2.8,47.0,8,1,1,2,2,1,0
47.0,0,0,48,3.8,7.4,2,4.2,30.0,3,1,0,9,1,1,0
23.0,0,3,68,5.2,6.3,1,3.0,40.0,3,2,2,6,2,0,1
62.0,2,3,45,7.3,7.5,2,0.9,21.0,5,1,1,3,4,1,0
64.0,2,0,37,6.3,5.0,1,8.7,60.0,2,0,0,4,4,1,0
59.0,2,2,69,12.9,8.8,2,8.2,30.0,1,1,1,16,3,1,0
38.0,2,0,32,10.2,7.5,2,8.0,16.0,0,0,0,13,0,1,0
58.0,2,1,26,3.3,4.9,0,7.2,15.0,5,0,0,18,4,1,0
34.0,2,1,66,13.5,7.8,2,5.2,53.0,0,2,2,13,1,0,1
21.0,2,2,43,13.8,10.0,3,1.4,15.0,3,2,2,6,0,1,0
34.0,0,2,47,2.6,7.2,2,2.5,23.0,6,0,0,2,2,1,0
25.0,1,0,54,10.9,6.4,1,8.7,47.0,3,1,1,19,1,1,0
53.0,1,0,46,3.2,7.6,2,0.3,57.0,7,0,0,6,1,1,0
22.0,0,3,48,12.1,6.9,1,9.3,43.0,3,1,1,4,2,1,0
53.0,1,1,47,6.0,7.7,2,7.1,4.0,2,0,0,0,4,1,0
22.0,2,3,34,8.7,4.6,0,7.8,43.0,6,0,0,18,4,1,0
27.0,2,1,29,9.7,6.1,1,8.8,9.0,0,0,0,13,3,1,0
42.0,0,3,42,11.9,7.5,2,5.5,51.0,7,1,0,17,4,1,0
22.0,2,1,25,8.5,7.5,2,7.3,33.0,3,0,0,11,2,1,0
38.0,2,3,37,11.6,4.9,0,3.6,9.0,7,2,2,2,0,0,1
59.0,0,1,69,11.0,6.3,1,5.2,45.0,6,2,2,5,4,0,1
65.0,2,1,43,12.3,9.3,3,6.6,28.0,1,1,1,13,3,1,0
22.0,1,3,33,12.0,7.7,2,4.7,11.0,5,1,1,15,4,1,0
65.0,1,1,41,2.2,7.8,2,0.3,9.0,1,0,0,10,4,1,0
62.0,2,3,48,13.0,7.6,2,6.3,7.0,4,1,0,0,1,1,0
41.0,2,0,23,7.8,9.7,3,4.2,48.0,1,0,0,4,0,1,0
28.0,2,2,34,13.1,5.8,1,9.0,54.0,8,1,1,16,3,1,0
32.0,0,1,26,12.7,7.8,2,0.5,9.0,6,2,2,5,2,0,1
63.0,0,0,65,8.0,7.7,2,8.1,40.0,3,2,2,14,3,1,0
54.0,1,3,39,13.6,4.3,0,6.4,42.0,4,1,2,7,0,1,0
40.0,2,0,40,8.0,6.2,1,4.2,6.0,5,2,2,6,4,0,1
20.0,0,2,39,6.0,7.0,2,2.1,38.0,4,0,0,1,4,1,0
22.0,0,2,25,8.0,8.7,2,6.1,46.0,0,0,0,9,1,1,0
42.0,2,0,38,4.0,4.8,0,6.6,6.0,8,0,0,2,0,1,0
41.0,1,3,53,3.1,4.4,0,7.2,50.0,5,0,0,1,4,1,0
18.0,2,0,52,11.5,4.2,0,7.2,45.0,8,1,2,16,4,1,0
30.0,0,3,60,8.5,5.7,1,3.3,56.0,4,2,2,12,0,0,1
21.0,1,3,57,5.6,8.0,2,8.9,34.0,1,0,0,19,3,1,0
60.0,2,1,66,12.3,8.9,2,9.3,18.0,4,2,2,17,0,0,1
41.0,1,3,31,7.5,5.2,1,4.3,42.0,3,0,0,15,2,1,0
29.0,0,3,31,12.0,4.9,0,6.9,50.0,4,0,0,17,0,1,0
59.0,0,0,45,2.8,6.9,1,4.3,33.0,4,0,0,5,1,1,0
58.0,1,2,49,3.0,7.9,2,5.0,11.0,8,0,0,7,1,1,0
19.0,2,2,35,2.4,7.0,2,0.9,57.0,1,0,0,17,2,1,0
26.0,0,2,47,10.4,7.7,2,0.8,40.0,4,1,1,0,4,1,0
61.0,0,1,38,8.3,6.4,1,1.1,31.0,1,1,1,9,1,1,0
33.0,1,3,42,3.2,9.8,3,8.4,45.0,3,0,0,3,2,1,0
39.0,1,3,69,10.1,7.2,2,8.9,50.0,4,1,2,15,4,1,0
38.0,2,0,34,13.7,5.6,1,9.6,59.0,6,0,0,16,1,1,0
25.0,0,3,65,2.4,6.6,1,0.8,7.0,7,2,2,10,0,0,1
47.0,2,1,37,11.6,6.7,1,0.1,57.0,6,1,1,7,0,1,0
54.0,0,1,48,3.8,6.1,1,4.0,20.0,0,1,0,16,2,1,0
25.0,1,3,20,6.7,6.1,1,0.1,32.0,2,0,0,17,0,1,0
62.0,1,3,59,2.4,5.7,1,0.7,29.0,2,1,1,17,4,1,0
42.0,2,3,51,14.0,6.9,1,0.9,34.0,0,1,1,13,2,1,0
57.0,2,0,60,10.5,7.6,2,5.7,13.0,6,1,1,17,1,1,0
23.0,2,3,67,12.6,4.3,0,4.9,49.0,7,2,2,9,2,0,1
41.0,1,3,31,3.8,8.2,2,6.0,4.0,1,0,0,13,4,1,0
19.0,1,3,53,11.0,9.8,3,6.7,32.0,1,1,1,5,0,1,0
35.0,0,3,51,10.9,6.9,1,8.5,34.0,4,1,1,2,3,1,0
58.0,0,2,65,8.3,5.6,1,4.0,40.0,0,1,1,1,0,1,0
38.0,2,1,65,4.0,8.4,2,9.0,5.0,6,1,1,15,0,1,0
50.0,2,0,47,12.8,7.7,2,4.1,27.0,7,2,2,0,4,0,1
43.0,2,1,60,8.0,9.9,3,5.7,30.0,1,0,0,15,4,1,0
40.0,1,1,23,2.5,7.9,2,0.6,49.0,2,0,0,19,0,1,0
43.0,1,0,37,3.5,9.1,3,5.4,42.0,1,0,0,8,2,1,0
40.0,0,2,70,13.9,9.4,3,6.5,56.0,7,2,2,12,4,0,1
65.0,1,1,42,7.4,7.6,2,9.0,35.0,3,1,1,3,1,1,0
58.0,0,3,51,12.0,7.9,2,3.2,60.0,8,2,2,3,0,0,1
31.0,1,2,47,4.7,5.5,1,4.1,16.0,4,1,0,12,3,1,0
58.0,1,1,41,2.1,7.8,2,1.1,56.0,4,0,0,15,3,1,0
24.0,1,3,42,12.5,9.8,3,6.4,3.0,4,1,1,6,0,1,0
26.0,2,2,23,10.5,7.0,0,0.9,23.0,0,0,0,18,4,1,0
56.0,1,3,47,11.3,6.2,1,9.6,11.0,2,1,1,19,3,1,0
59.0,1,3,47,12.0,4.4,0,7.8,37.0,2,1,1,2,1,1,0
56.0,2,2,60,12.8,5.3,1,5.0,8.0,0,2,2,7,0,1,0
20.0,1,0,40,8.4,5.0,1,9.1,5.0,0,1,1,13,1,1,0
28.0,0,2,23,4.0,5.4,1,9.9,5.0,5,0,0,10,0,1,0
42.0,0,1,66,13.1,5.8,1,9.1,18.0,3,2,2,16,4,0,1
22.0,1,0,66,8.4,7.4,2,0.2,53.0,3,1,0,8,3,1,0
48.0,0,1,21,13.6,5.2,1,2.3,30.0,2,1,0,17,0,1,0
46.0,0,1,70,4.7,9.5,3,6.2,5.0,7,1,1,1,2,1,0
58.0,2,2,43,8.0,8.5,2,5.0,49.0,4,0,0,4,1,1,0
34.0,2,2,58,9.7,4.4,0,5.9,44.0,8,2,2,15,4,0,1
46.0,2,2,45,8.2,8.1,2,6.3,23.0,4,1,0,1,2,1,0
62.0,0,1,32,5.0,9.5,3,4.7,46.0,7,0,0,2,1,1,0
36.0,2,3,27,8.5,9.4,3,3.9,56.0,5,0,0,9,4,1,0
22.0,2,3,35,11.6,8.5,2,6.7,59.0,2,0,0,0,0,1,0
45.0,0,3,27,9.9,7.3,2,2.6,21.0,8,1,1,12,3,1,0
64.0,0,2,47,9.4,7.3,2,8.5,60.0,7,1,1,4,4,1,0
41.0,0,1,28,8.7,8.2,2,7.3,43.0,7,0,0,10,2,1,0
23.0,0,0,28,5.9,5.3,1,1.1,12.0,7,1,1,19,1,1,0
38.0,0,2,39,13.5,6.0,1,4.0,8.0,0,0,0,14,2,1,0
27.0,2,2,34,10.2,7.4,2,6.5,60.0,7,0,0,2,1,1,0
33.0,2,2,33,10.9,6.9,1,4.5,29.0,1,0,0,12,1,1,0
27.0,2,3,22,4.6,4.4,0,9.9,60.0,1,0,0,4,4,1,0
37.0,0,2,49,3.9,7.0,3,3.6,53.0,6,0,0,12,1,1,0
37.0,1,3,63,2.7,8.2,2,4.0,47.0,4,1,0,1,4,1,0
22.0,2,0,64,3.5,5.5,1,8.1,23.0,4,1,1,15,4,1,0
39.0,2,0,22,12.7,5.0,1,9.5,21.0,0,0,1,15,4,1,0
42.0,2,3,36,3.7,4.2,0,8.6,40.0,2,0,0,14,0,1,0
35.0,2,2,35,10.0,6.5,1,0.5,40.0,3,1,1,19,0,1,0
44.0,2,1,68,13.5,6.0,1,5.6,29.0,6,2,2,5,1,0,1
64.0,2,3,61,5.4,7.7,2,3.6,23.0,2,1,1,13,3,1,0
21.0,2,1,70,6.7,4.3,0,9.4,36.0,7,2,2,17,4,0,1
20.0,2,3,31,9.3,10.0,3,2.6,54.0,3,0,0,19,1,1,0
25.0,1,0,47,9.6,4.3,0,2.5,15.0,2,2,1,10,2,0,1
62.0,0,2,64,7.8,5.3,1,8.2,9.0,8,2,2,8,2,0,1
37.0,2,2,36,10.7,6.1,1,5.7,1.0,1,0,0,11,2,1,0
